ID;Rooms;Address;Min_to_metro;Total_size_sq_m;Rooms_sq_m;By_room_sq_m;Kitchen_sq_m;Floor;Total_floors;Condition;Bathroom;Balcony;Windows;House;House_name;Price;Sq_m_price;Phone;Link;Room_k;House_k;Floor_k
222067004;2;Санкт-Петербург, Гжатская улица, 22к2;10;69;40;22.8+17.4;12;10;19;116;Совмещенный;Лоджия (1);Во двор;Монолитный;Орбита, Корпус - Орбита, корпус 2, Год постройки - 2012;12800000;185507;+79112905124;https://www.cian.ru/sale/flat/222067004;90;100;110
218946514;3;Санкт-Петербург, Гжатская улица, 22к1;10;85;48;15+19+14;12;13;18;110;Совмещенный;Лоджия (1);На улицу и двор;Кирпичный;Орбита, Корпус - Орбита, корпус 3, Год постройки - 2012;13000000;152941;+79817405488;https://www.cian.ru/sale/flat/218946514;85;100;110
221158335;3;Санкт-Петербург, проспект Науки, 17к6;2;111;69;25.1+22.6+21.2;16;4;23;116;n/a;Лоджия (1);n/a;Монолитно-кирпичный;Гражданка Сити, Корпус - Гражданка Сити, Год постройки - 2007;13200000;118919;+79110013261;https://www.cian.ru/sale/flat/221158335;85;100;100
221641226;3;Санкт-Петербург, Гжатская улица, 22к1;5;84;50;17.1+17.1+15.6;11;5;16;110;Раздельный;Лоджия (1);На улицу и двор;Монолитный;Орбита, Корпус - Орбита, корпус 3, Год постройки - 2012;13499000;160702;+79119605562;https://www.cian.ru/sale/flat/221641226;85;100;100
222800224;3;Санкт-Петербург, Гжатская улица, 22к1;7;84;50;49.80;11;5;16;116;Раздельный;Балкон (1);n/a;Монолитный;Орбита, Корпус - Орбита, корпус 3, Год постройки - 2012;13539000;161179;+79819601477;https://www.cian.ru/sale/flat/222800224;85;100;100
224221626;3;Санкт-Петербург, Гжатская улица, 22к1;7;85;50;17.6+17.1+16;10;4;19;116;n/a;n/a;n/a;Монолитный;Орбита, Корпус - Орбита, корпус 3;13500000;158824;+79817312147;https://www.cian.ru/sale/flat/224221626;85;100;100
224638603;3;Санкт-Петербург, улица Бутлерова, 40;10;87;45;12.7+12.9+19.8;13;20;24;100;Раздельный;Балкон (1), Лоджия (1);На улицу и двор;Монолитно-кирпичный;n/a;13700000;157471;+79817312048;https://www.cian.ru/sale/flat/224638603;85;100;115
222049601;3;Санкт-Петербург, Гжатская улица, 22к3;5;110;60;20,1+16,1+23,6;11;13;19;100;Раздельный;Лоджия (1);На улицу и двор;Монолитно-кирпичный;Орбита, Корпус - Орбита, корпус 1, Год постройки - 2012;13900000;126364;+79112711360;https://www.cian.ru/sale/flat/222049601;85;100;110
223513793;3;Санкт-Петербург, Гражданский проспект, 36;5;86;48;18.9+15.8+13.1;14;12;23;110;Раздельный;Лоджия (2);На улицу;Монолитный;Новая Гражданка, Корпус - Новая Гражданка, Год постройки - 2004;14000000;162791;+79811902158;https://www.cian.ru/sale/flat/223513793;85;100;110
224125482;3;Санкт-Петербург, Гжатская улица, 22к3;5;104;65;24.8+17.5+22.2;15;4;22;110;Раздельный;Лоджия (1);На улицу и двор;Монолитный;Орбита, Корпус - Орбита, корпус 1, Год постройки - 2011;13950000;134135;+79111901778;https://www.cian.ru/sale/flat/224125482;85;100;100
222393278;3;Санкт-Петербург, проспект Науки, 17к2;9;91;52;52.00;16;4;16;116;Раздельный;n/a;n/a;Монолитный;n/a;14239000;156473;+79118418289;https://www.cian.ru/sale/flat/222393278;85;100;100
224242633;3;Санкт-Петербург, Гжатская улица, 22к2;5;93;55;16.9+17.7+20.7;15;16;19;110;Раздельный;Балкон (1);Во двор;Монолитный;Орбита, Корпус - Орбита, корпус 2, Год постройки - 2013;14100000;151613;+79111907059;https://www.cian.ru/sale/flat/224242633;85;100;115
203218157;3;Санкт-Петербург, проспект Науки, 17к6;5;99;59;17+20+22;17;19;23;110;Раздельный;Лоджия (1);На улицу;Монолитно-кирпичный;Гражданка Сити, Корпус - Гражданка Сити, Год постройки - 2006;14350000;144949;+79818308782;https://www.cian.ru/sale/flat/203218157;85;100;115
221430074;2;Санкт-Петербург, Гжатская улица, 22к1;5;85;30;15+15;30;14;18;110;Совмещенный;Лоджия (1);На улицу и двор;Монолитный;Орбита, Корпус - Орбита, корпус 3, Год постройки - 2012;14500000;170588;+79817405488;https://www.cian.ru/sale/flat/221430074;90;100;110
223983469;3;Санкт-Петербург, проспект Науки, 17к6;5;100;60;16.9+23+20;17;18;20;110;Раздельный;Лоджия (1);На улицу и двор;Кирпичный;Гражданка Сити, Корпус - Гражданка Сити, Год постройки - 2007;14500000;145000;+79817401409;https://www.cian.ru/sale/flat/223983469;85;100;115
220620685;3;Санкт-Петербург, Гжатская улица, 22к2;9;96;37;37;50;17;19;110;Раздельный;Лоджия (1);n/a;Кирпичный;Орбита, Корпус - Орбита, корпус 2;14590000;151979;+79811709578;https://www.cian.ru/sale/flat/220620685;85;100;115
222031575;3;Санкт-Петербург, Гжатская улица, 22к2;5;97;56;56.30;16;17;19;110;n/a;n/a;n/a;Монолитно-кирпичный;Орбита, Корпус - Орбита, корпус 2;15000000;154639;+79817400920;https://www.cian.ru/sale/flat/222031575;85;100;115
223775490;3;Санкт-Петербург, Гжатская улица, 22к1;7;83;51;22.5+14.5+14;12;16;16;110;Раздельный;Балкон (1);На улицу и двор;Кирпичный;Орбита, Корпус - Орбита, корпус 3, Год постройки - 2012;14990000;180602;+79818901370;https://www.cian.ru/sale/flat/223775490;85;100;115
223792961;3;Санкт-Петербург, Гжатская улица, 22к3;8;97;47;19.1+17.6+11.4;25;18;22;110;n/a;n/a;n/a;Монолитный;Орбита, Корпус - Орбита, корпус 1;15000000;154639;+79112907239;https://www.cian.ru/sale/flat/223792961;85;100;115
221751450;3;Санкт-Петербург, проспект Науки, 17к6;2;114;59;23+20+16;16;15;15;100;Раздельный;Лоджия (1);n/a;Монолитно-кирпичный;Гражданка Сити, Корпус - Гражданка Сити;15700000;137719;+79117806609;https://www.cian.ru/sale/flat/221751450;85;100;110
224173716;3;Санкт-Петербург, проспект Науки, 17к6;2;100;59;59.20;23;15;15;110;Раздельный;Лоджия (1);На улицу и двор;Кирпичный;Гражданка Сити, Корпус - Гражданка Сити, Год постройки - 2007;17500000;175000;+79112312645;https://www.cian.ru/sale/flat/224173716;85;100;110
223971744;3;Санкт-Петербург, проспект Науки, 19К2;2;125;79;30+19+30;14;4;8;100;Раздельный;Балкон (1), Лоджия (1);n/a;Кирпичный;Гражданка Сити-2, Корпус - Гражданка Сити-2;18000000;144000;+79112603453;https://www.cian.ru/sale/flat/223971744;85;100;100
224409016;1;Санкт-Петербург, проспект Науки, 14К1;5;32;16;15.5;8;3;9;100;Раздельный;Балкон (1);На улицу;Блочный;n/a;3800000;118750;+79110207067;https://www.cian.ru/sale/flat/224409016;100;83;100
224005564;2;Санкт-Петербург, проспект Науки, 10К2;5;45;28;17.5+10.2;7;1;9;100;Раздельный;n/a;Во двор;Кирпичный;n/a;4650000;103333;+79119602969;https://www.cian.ru/sale/flat/224005564;90;100;92
219767554;1;Санкт-Петербург, Гжатская улица, 22к3;6;41;17;n/a;14;3;9;110;Раздельный;Лоджия (1);Во двор;Монолитно-кирпичный;Орбита, Корпус - Орбита, корпус 1, Год постройки - 2012;6300000;153659;+79117004014;https://www.cian.ru/sale/flat/219767554;100;100;100
224054162;3;Санкт-Петербург, проспект Науки, 12К4;2;56;41;19+10.5+11.6;7;2;5;110;Раздельный;n/a;Во двор;Блочный;n/a;6500000;116071;+79818706830;https://www.cian.ru/sale/flat/224054162;85;83;100
224455519;3;Санкт-Петербург, Гражданский проспект, 75К1;10;59;40;(17.5+12.2)+10.1;7;8;9;100;Раздельный;Лоджия (1);На улицу и двор;Панельный;n/a;6940000;117627;+79112908991;https://www.cian.ru/sale/flat/224455519;85;83;100
223833309;1;Санкт-Петербург, Гжатская улица, 22к2;10;46;18;17.5;11;12;19;116;Совмещенный;Балкон (1);n/a;Монолитный;Орбита, Корпус - Орбита, корпус 2, Год постройки - 2012;7200000;156522;+79119604056;https://www.cian.ru/sale/flat/223833309;100;100;110
224543989;1;Санкт-Петербург, Гражданский проспект, 36;4;47;19;18,7;11;13;24;116;Раздельный;Лоджия (1);На улицу;Монолитный;Новая Гражданка, Корпус - Новая Гражданка, Год постройки - 2004;7700000;163830;+79110038795, +79500212360;https://www.cian.ru/sale/flat/224543989;100;100;110
220377696;2;Санкт-Петербург, Гжатская улица, 22к3;5;66;35;18+17.1;13;3;20;110;Совмещенный;n/a;Во двор;Монолитный;Орбита, Корпус - Орбита, корпус 1, Год постройки - 2014;10200000;154545;+79110205176;https://www.cian.ru/sale/flat/220377696;90;100;100
223109997;3;Санкт-Петербург, Гражданский проспект, 36;4;76;49;18,8+15,9+13,9;9;8;24;110;Раздельный;Лоджия (1);Во двор;Кирпичный;Новая Гражданка, Корпус - Новая Гражданка, Год постройки - 2005;10399000;136829;+79811302067;https://www.cian.ru/sale/flat/223109997;85;100;100
224078803;2;Санкт-Петербург, проспект Науки, 17к2;5;64;35;16.4+18.1;12;11;24;110;Раздельный;Балкон (1);n/a;Монолитный;n/a;10500000;164063;+79811507369;https://www.cian.ru/sale/flat/224078803;90;100;110
224545074;3;Санкт-Петербург, Гжатская улица, 22к3;8;102;0;37,5+16,9+14,8;0;19;21;110;Раздельный;Балкон (2), Лоджия (2);n/a;Монолитный;Орбита, Корпус - Орбита, корпус 1;14990000;146961;+79112112132;https://www.cian.ru/sale/flat/224545074;85;100;115
222625172;1;Санкт-Петербург, Гражданский проспект, 83К1;9;30;15;n/a;8;2;9;95;n/a;n/a;n/a;Панельный;n/a;3600000;120000;+79110944168;https://www.cian.ru/sale/flat/222625172;100;83;100
214607914;1;Санкт-Петербург, Гражданский проспект, 29;8;31;0;n/a;0;2;5;100;Совмещенный;Балкон (1);Во двор;Кирпичный;n/a;3800000;122581;+79500412730;https://www.cian.ru/sale/flat/214607914;100;83;100
222072212;2;Санкт-Петербург, Гражданский проспект, 90К6;8;45;28;n/a;6;3;5;100;Раздельный;Балкон (1);Во двор;Панельный;n/a;4500000;100000;+79522824991;https://www.cian.ru/sale/flat/222072212;90;83;100
220499318;2;Санкт-Петербург, улица Софьи Ковалевской, 10К5;9;46;28;13+15;7;4;5;100;Раздельный;Балкон (1);n/a;Панельный;n/a;4750000;103261;+79111123474;https://www.cian.ru/sale/flat/220499318;90;83;100
220467221;2;Санкт-Петербург, Гражданский проспект, 92К1;9;47;31;n/a;6;4;9;100;Раздельный;Балкон (1);На улицу и двор;Панельный;n/a;5200000;110638;+79818307782;https://www.cian.ru/sale/flat/220467221;90;83;100
219056166;1;Санкт-Петербург, Гражданский проспект, 71;5;36;21;21;7;4;12;116;Раздельный;n/a;Во двор;Кирпичный;n/a;5490000;152500;+79045532780;https://www.cian.ru/sale/flat/219056166;100;100;100
221004307;1;Санкт-Петербург, улица Бутлерова, 40;8;36;17;n/a;11;8;24;110;Совмещенный;Лоджия (1);На улицу;Кирпичный;n/a;6300000;175000;+79110080203;https://www.cian.ru/sale/flat/221004307;100;100;100
223552053;1;Санкт-Петербург, Гжатская улица, 22к3;8;42;17;n/a;14;3;13;110;n/a;Балкон (1);n/a;Монолитно-кирпичный;Орбита, Корпус - Орбита, корпус 1;6490000;154524;+79219024084;https://www.cian.ru/sale/flat/223552053;100;100;100
217914593;3;Санкт-Петербург, проспект Науки, 4К1;10;57;35;n/a;6;3;9;110;n/a;Балкон (2);n/a;Панельный;n/a;6500000;114035;+79602515489;https://www.cian.ru/sale/flat/217914593;85;83;100
221748201;1;Санкт-Петербург, Гражданский проспект, 36;2;41;0;n/a;0;2;25;110;Совмещенный;Балкон (1);На улицу;Монолитный;Новая Гражданка, Корпус - Новая Гражданка, Год постройки - 2004;6600000;160976;+79119581650, +79533533246;https://www.cian.ru/sale/flat/221748201;100;100;100
221247373;1;Санкт-Петербург, Гражданский проспект, 88к4;10;43;15;n/a;9;8;9;110;Совмещенный;Лоджия (1);Во двор;Монолитный;n/a;6800000;158140;+79214168245;https://www.cian.ru/sale/flat/221247373;100;100;100
221233606;3;Санкт-Петербург, Гражданский проспект, 31К1;5;60;6;n/a;0;9;9;100;Раздельный;Балкон (1);На улицу и двор;Кирпичный;n/a;6999999;116667;+79043390797;https://www.cian.ru/sale/flat/221233606;85;83;110
214218277;2;Санкт-Петербург, Гжатская улица, 22к3;8;67;35;n/a;13;12;25;110;Раздельный;Балкон (1);На улицу;Монолитно-кирпичный;Орбита, Корпус - Орбита, корпус 1, Год постройки - 2013;10000050;149254;+79950902124;https://www.cian.ru/sale/flat/214218277;90;100;110
214010363;2;Санкт-Петербург, Гжатская улица, 22к3;8;67;35;n/a;14;3;14;116;Раздельный;Балкон (1);На улицу;Монолитно-кирпичный;Орбита, Корпус - Орбита, корпус 1, Год постройки - 2012;11100000;165672;+79119116380;https://www.cian.ru/sale/flat/214010363;90;100;100
221212922;3;Санкт-Петербург, Гжатская улица, 22к1;9;84;50;n/a;11;5;19;110;Раздельный;Лоджия (1);На улицу и двор;Монолитный;Орбита, Корпус - Орбита, корпус 3, Год постройки - 2012;13500000;160714;+79217929659;https://www.cian.ru/sale/flat/221212922;85;100;100
222215117;2;Санкт-Петербург, Гжатская улица, 22к4;5;72;35;n/a;14;10;24;116;Раздельный;Лоджия (2);n/a;Монолитный;Орбита, Корпус - Орбита, корпус 4, Год постройки - 2012;13800000;191667;+79117213496;https://www.cian.ru/sale/flat/222215117;90;100;110
211540102;3;Санкт-Петербург, Гжатская улица, 22к4;7;103;56;19-18-19;14;12;24;110;Раздельный;Лоджия (1);Во двор;Монолитный;Орбита, Корпус - Орбита, корпус 4, Год постройки - 2012;14999000;145621;+79213118547;https://www.cian.ru/sale/flat/211540102;85;100;110
224624344;2;Санкт-Петербург, Гражданский проспект, 31К2;5;47;28;17+11;6;4;5;100;Раздельный;Балкон (1);Во двор;Кирпичный;n/a;4490000;95532;+79681909990;https://www.cian.ru/sale/flat/224624344;90;83;100
223978544;1;Санкт-Петербург, улица Бутлерова, 40;8;34;16;n/a;9;8;24;110;Совмещенный;Лоджия (1);На улицу;Кирпичный;n/a;5800000;170588;+79052873245;https://www.cian.ru/sale/flat/223978544;100;100;100
224479905;1;Санкт-Петербург, Гражданский проспект, 36;2;51;18;n/a;11;13;23;116;Раздельный;Балкон (1);На улицу;Монолитный;Новая Гражданка, Корпус - Новая Гражданка, Год постройки - 2004;7700000;150980;+79873211333;https://www.cian.ru/sale/flat/224479905;100;100;110
223653011;2;Санкт-Петербург, улица Бутлерова, 40;6;68;28;n/a;19;15;24;100;Раздельный;Лоджия (1);На улицу;Монолитно-кирпичный;n/a;10200000;150000;+79117127966;https://www.cian.ru/sale/flat/223653011;90;100;110
223833195;2;Санкт-Петербург, Гражданский проспект, 90К1;5;46;28;18+10;7;1;9;100;Раздельный;n/a;Во двор;Панельный;n/a;5560000;120870;+79811514572;https://www.cian.ru/sale/flat/223833195;90;83;92
224266943;2;Санкт-Петербург, Гражданский проспект, 75К1;8;45;28;17.4+10.3;7;1;9;100;n/a;n/a;На улицу;Панельный;n/a;5600000;124444;+79819905020;https://www.cian.ru/sale/flat/224266943;90;83;92
224337685;2;Санкт-Петербург, проспект Науки, 12К7;10;51;31;13+17.5;7;1;5;110;Раздельный;n/a;Во двор;Кирпичный;n/a;6650000;130392;+79112604564;https://www.cian.ru/sale/flat/224337685;90;83;92
